i_pid,i_id_pers,i_id_session,dt_date_utc,r_lat,r_lon,geom_2154
17974,8,0,2019-07-08 11:01:00+02,45.192505,5.77100833333333,01010000206A0800002BB6DD8F6D002C415D4F29303EA35841
17975,8,0,2019-07-08 11:01:05+02,45.19253,5.77102,01010000206A0800001644C7326F002C411DEFCDE33EA35841
17976,8,0,2019-07-08 11:01:10+02,45.1925466666667,5.77104333333333,01010000206A080000B4B01ABB72002C418E394F5E3FA35841
17977,8,0,2019-07-08 11:01:15+02,45.192545,5.77107166666667,01010000206A0800001563EA3077002C410C7577573FA35841
17978,8,0,2019-07-08 11:01:20+02,45.1925616666667,5.77108333333333,01010000206A08000021C873E478002C41DE19EACF3FA35841
17979,8,0,2019-07-08 11:01:25+02,45.1925883333333,5.77108,01010000206A08000014604F2978002C41E264C08C40A35841
17980,8,0,2019-07-08 11:01:30+02,45.1926166666667,5.77109166666667,01010000206A0800005AEC91C579002C41E69F125841A35841
17981,8,0,2019-07-08 11:01:35+02,45.1926333333333,5.77109333333333,01010000206A080000BDB049E779002C41A4D7C1CE41A35841
17982,8,0,2019-07-08 11:01:40+02,45.192635,5.77112333333333,01010000206A08000084AA6A997E002C413BEEE2DF41A35841
17983,8,0,2019-07-08 11:01:45+02,45.19265,5.77114,01010000206A080000D6A72F1981002C416280604D42A35841
17984,8,0,2019-07-08 11:01:50+02,45.192655,5.77116,01010000206A080000C69BD83284002C41C3C46B7442A35841
17985,8,0,2019-07-08 11:01:55+02,45.1926616666667,5.77117166666667,01010000206A080000871E55FA85002C41A3A3D5A542A35841
17986,8,0,2019-07-08 11:02:00+02,45.1926633333333,5.771175,01010000206A080000784CF27C86002C41CBEA42B242A35841
17987,8,0,2019-07-08 11:02:05+02,45.1926516666667,5.77116833333333,01010000206A080000164A588885002C41435F365E42A35841
17988,8,0,2019-07-08 11:02:10+02,45.19265,5.77117333333333,01010000206A080000943F945486002C41574B415342A35841
17989,8,0,2019-07-08 11:02:15+02,45.1926216666667,5.77116166666667,01010000206A080000DE3352B884002C41030DEF8741A35841
17990,8,0,2019-07-08 11:02:20+02,45.1926033333333,5.77115333333333,01010000206A08000026EF0C8E83002C414B133C0441A35841
17991,8,0,2019-07-08 11:02:25+02,45.1926016666667,5.77115333333333,01010000206A0800002E33609183002C41074765F840A35841
17992,8,0,2019-07-08 11:02:30+02,45.1926116666667,5.77115333333333,01010000206A080000FE9A6C7D83002C419D106E3F41A35841
17993,8,0,2019-07-08 11:02:35+02,45.1926166666667,5.771155,01010000206A0800004F0C6BB683002C41BFB23D6341A35841
17994,8,0,2019-07-08 11:02:40+02,45.1926083333333,5.77115333333333,01010000206A0800000E23138483002C411578C02741A35841
17995,8,0,2019-07-08 11:02:45+02,45.1926,5.771165,01010000206A080000342E7D6985002C416F289DEE40A35841
17996,8,0,2019-07-08 11:02:50+02,45.192595,5.77120166666667,01010000206A0800005868CC348B002C41CB0D90D140A35841
17997,8,0,2019-07-08 11:02:55+02,45.1925833333333,5.77123,01010000206A080000AE9D8FBE8F002C415392AF8340A35841
17998,8,0,2019-07-08 11:03:00+02,45.1926083333333,5.77123333333333,01010000206A080000A1C29E1290002C41AF05DC3541A35841
17999,8,0,2019-07-08 11:03:05+02,45.1926066666667,5.77124833333333,01010000206A080000363BAC7092002C41FC66AA2C41A35841
18000,8,0,2019-07-08 11:03:10+02,45.19262,5.77124833333333,01010000206A08000038DF115692002C41D5C8608B41A35841
18001,8,0,2019-07-08 11:03:15+02,45.1926416666667,5.77124,01010000206A08000062E1FDDB90002C4100F2D02342A35841
18002,8,0,2019-07-08 11:03:20+02,45.19265,5.77122666666667,01010000206A08000010969BB38E002C411A00A95C42A35841
18003,8,0,2019-07-08 11:03:25+02,45.192645,5.77122,01010000206A0800004087B4B18D002C4127A4F73742A35841
18004,8,0,2019-07-08 11:03:30+02,45.1926333333333,5.77119833333333,01010000206A080000357C60628A002C4129EC45E141A35841
18005,8,0,2019-07-08 11:03:40+02,45.1926216666667,5.77118166666667,01010000206A080000B00FF5DB87002C418DEE758B41A35841
18006,8,0,2019-07-08 11:03:45+02,45.192615,5.77116666666667,01010000206A0800002FFF878E85002C413494755941A35841
18007,8,0,2019-07-08 11:03:50+02,45.1926116666667,5.77116166666667,01010000206A080000FCCF45CC84002C417243E64041A35841
18008,8,0,2019-07-08 11:03:55+02,45.1925966666667,5.77115666666667,01010000206A0800003F7D4A2184002C41F05C77D540A35841
18009,8,0,2019-07-08 11:04:00+02,45.1925733333333,5.77115,01010000206A0800001736F74383002C41CA3B8B2E40A35841
18010,8,0,2019-07-08 11:04:05+02,45.1925516666667,5.77114333333333,01010000206A080000FA9C506382002C41FAE675933FA35841
18011,8,0,2019-07-08 11:04:10+02,45.192535,5.77114333333333,01010000206A080000773D918482002C4131EC111D3FA35841
18012,8,0,2019-07-08 11:04:15+02,45.1925383333333,5.771115,01010000206A08000072396E0B7E002C416E74C02F3FA35841
18013,8,0,2019-07-08 11:04:20+02,45.1925366666667,5.7711,01010000206A080000571807B47B002C41BC8244213FA35841
18014,8,0,2019-07-08 11:04:25+02,45.1925466666667,5.771075,01010000206A0800009CAB87B377002C41F7BAE4633FA35841
18015,8,0,2019-07-08 11:04:30+02,45.192565,5.77106833333333,01010000206A0800006DFC128376002C411F8FF2E43FA35841
18016,8,0,2019-07-08 11:04:35+02,45.1925683333333,5.771065,01010000206A080000F5FE7BF675002C413BAE09FC3FA35841
18017,8,0,2019-07-08 11:04:40+02,45.1925566666667,5.771055,01010000206A080000B61CF17B74002C41DBAB66A73FA35841
18018,8,0,2019-07-08 11:04:45+02,45.1925516666667,5.77105166666667,01010000206A080000304CFAFF73002C419ACD4B833FA35841
18019,8,0,2019-07-08 11:04:50+02,45.1925366666667,5.77107833333333,01010000206A08000094A66B4D78002C41CD6A721D3FA35841
18020,8,0,2019-07-08 11:04:55+02,45.19252,5.771085,01010000206A08000097288D7A79002C413F633BA83EA35841
18021,8,0,2019-07-08 11:05:00+02,45.1924933333333,5.77108833333333,01010000206A080000B6A1B1357A002C412F1865EB3DA35841
18022,8,0,2019-07-08 11:05:05+02,45.19249,5.77108,01010000206A0800000ABA7EED78002C41124F3FD23DA35841
18023,8,0,2019-07-08 11:05:10+02,45.19247,5.77109,01010000206A080000C65B37A77A002C41CD28F1453DA35841
18024,8,0,2019-07-08 11:05:15+02,45.19247,5.77109333333333,01010000206A080000E7ED272D7B002C41B7A287463DA35841
18025,8,0,2019-07-08 11:05:20+02,45.1924716666667,5.77111,01010000206A080000B68787C77D002C414CD14E553DA35841
18026,8,0,2019-07-08 11:05:25+02,45.1924766666667,5.77113166666667,01010000206A0800001674292481002C414651A57C3DA35841
18027,8,0,2019-07-08 11:05:30+02,45.19248,5.77113333333333,01010000206A0800009E377B6081002C4117279E943DA35841
18028,8,0,2019-07-08 11:05:35+02,45.192495,5.771115,01010000206A0800000BD4E2617E002C41CAB4EFFB3DA35841
18029,8,0,2019-07-08 11:05:40+02,45.19251,5.77112,01010000206A080000715CDE0C7F002C41D39A5E673EA35841
18030,8,0,2019-07-08 11:05:45+02,45.1925283333333,5.77112333333333,01010000206A080000B4153B6E7F002C4154DC2FEA3EA35841
18031,8,0,2019-07-08 11:05:50+02,45.1925483333333,5.77114,01010000206A080000DD9D06E481002C41DCD3317B3FA35841
18032,8,0,2019-07-08 11:05:55+02,45.1925716666667,5.771165,01010000206A0800005AC204A285002C41F097592540A35841
18033,8,0,2019-07-08 11:06:00+02,45.1925883333333,5.77117333333333,01010000206A080000E74E9DCF86002C41DFC5359D40A35841
18034,8,0,2019-07-08 11:06:05+02,45.1925866666667,5.77117166666667,01010000206A080000C654F88F86002C4122BC139140A35841
18035,8,0,2019-07-08 11:06:10+02,45.19259,5.77115166666667,01010000206A080000E5CFAE6583002C41D2733AA540A35841
18036,8,0,2019-07-08 11:06:15+02,45.1925966666667,5.77113,01010000206A080000268DC6F17F002C419088C3D040A35841
18037,8,0,2019-07-08 11:06:20+02,45.192595,5.77113666666667,01010000206A080000FACBFA0081002C411BB119C640A35841
18038,8,0,2019-07-08 11:06:25+02,45.1925783333333,5.77113833333333,01010000206A080000A9A7336581002C419BF3005040A35841
18039,8,0,2019-07-08 11:06:30+02,45.19258,5.77111833333333,01010000206A080000AB603D3E7E002C41C7E1505840A35841
18040,8,0,2019-07-08 11:06:35+02,45.1925883333333,5.77113,01010000206A08000024D8660280002C412F8B919540A35841
18041,8,0,2019-07-08 11:06:40+02,45.1925833333333,5.77111666666667,01010000206A080000FF9D9EF47D002C41403DB36F40A35841
18042,8,0,2019-07-08 11:06:45+02,45.192605,5.77107333333333,01010000206A0800007AF72DFC76002C41946CF70141A35841
18043,8,0,2019-07-08 11:06:50+02,45.1926333333333,5.77107166666667,01010000206A08000098A1AE8076002C41BFC0EFCA41A35841
18044,8,0,2019-07-08 11:06:55+02,45.1926416666667,5.77109666666667,01010000206A0800004CEB995C7A002C41E24E8A0A42A35841
18045,8,0,2019-07-08 11:07:00+02,45.1926783333333,5.77110333333333,01010000206A0800005557531F7B002C41B8D02C1043A35841
18046,8,0,2019-07-08 11:07:05+02,45.19273,5.77107833333333,01010000206A080000ED7EB3CB76002C4101FCC67A44A35841
18047,8,0,2019-07-08 11:07:10+02,45.1927416666667,5.77109166666667,01010000206A080000CA692ECC78002C416E7800D044A35841
18048,8,0,2019-07-08 11:07:15+02,45.1927483333333,5.77112333333333,01010000206A080000FE384DB77D002C41F42FF10445A35841
18049,8,0,2019-07-08 11:07:20+02,45.192765,5.77114666666667,01010000206A08000064619F3F81002C41A582727F45A35841
18050,8,0,2019-07-08 11:07:25+02,45.1927933333333,5.77115333333333,01010000206A08000007A4F81282002C41B207E34946A35841
18051,8,0,2019-07-08 11:07:30+02,45.1928116666667,5.771155,01010000206A080000DFE55C3182002C41820B69CC46A35841
18052,8,0,2019-07-08 11:07:35+02,45.1927583333333,5.77117333333333,01010000206A080000A1936F7C85002C410527CB5445A35841
18053,8,0,2019-07-08 11:07:40+02,45.1926666666667,5.77116,01010000206A080000E6BB911B84002C418B5A4BC742A35841
18054,8,0,2019-07-08 11:07:45+02,45.1926233333333,5.77115666666667,01010000206A0800008C3816EC83002C412521E49241A35841
18055,8,0,2019-07-08 11:07:50+02,45.1925916666667,5.771165,01010000206A080000F3861D7A85002C41202B6BB340A35841
18056,8,0,2019-07-08 11:07:55+02,45.19257,5.77117833333333,01010000206A080000AE0F1ABD87002C4181B7DC1B40A35841
18057,8,0,2019-07-08 11:08:00+02,45.192555,5.77118,01010000206A080000E1C7FF1D88002C41ACC69AB13FA35841
18058,8,0,2019-07-08 11:08:05+02,45.1925333333333,5.77117166666667,01010000206A080000FB0361FA86002C4199333A163FA35841
18059,8,0,2019-07-08 11:08:10+02,45.1925266666667,5.77118666666667,01010000206A080000D481686289002C416D2C84E93EA35841
18060,8,0,2019-07-08 11:08:15+02,45.1925266666667,5.77119,01010000206A080000AC0A59E889002C41A6A71AEA3EA35841
18061,8,0,2019-07-08 11:08:20+02,45.19255,5.77118666666667,01010000206A080000A8A4DA3389002C412458438F3FA35841
18062,8,0,2019-07-08 11:08:25+02,45.192585,5.771185,01010000206A08000016990DAB88002C4108DC968740A35841
18063,8,0,2019-07-08 11:08:30+02,45.1925933333333,5.77119833333333,01010000206A080000DC312FB28A002C4132C622C540A35841
18064,8,0,2019-07-08 11:08:35+02,45.1925816666667,5.771245,01010000206A080000C0279D1C92002C4179F37D7A40A35841
18065,8,0,2019-07-08 11:08:40+02,45.192545,5.77129666666667,01010000206A08000062B6D5819A002C41ABED247F3FA35841
18066,8,0,2019-07-08 11:08:45+02,45.19258,5.77125833333333,01010000206A080000D273B23794002C417D17017140A35841
18067,8,0,2019-07-08 11:08:50+02,45.1924983333333,5.77129166666667,01010000206A0800008E8F09169A002C4127DCC4323EA35841
18068,8,0,2019-07-08 11:08:55+02,45.1924733333333,5.77130666666667,01010000206A080000CCBAA5A29C002C412C16D4833DA35841
18069,8,0,2019-07-08 11:09:00+02,45.1924833333333,5.77129666666667,01010000206A0800009C2CE0FC9A002C411A6919C93DA35841
18070,8,0,2019-07-08 11:09:05+02,45.1924983333333,5.77128666666667,01010000206A08000033BC204D99002C413221E3313EA35841
18071,8,0,2019-07-08 11:09:10+02,45.1924883333333,5.77127166666667,01010000206A080000FF115A0697002C41782735E83DA35841
18072,8,0,2019-07-08 11:09:15+02,45.1925066666667,5.77127,01010000206A0800007079CD9E96002C41F5AF246A3EA35841
18073,8,0,2019-07-08 11:09:20+02,45.1925483333333,5.77125166666667,01010000206A080000F012006B93002C41BCF6E28E3FA35841
18074,8,0,2019-07-08 11:09:25+02,45.1925816666667,5.77124,01010000206A080000C667B45391002C4192399C7940A35841
18075,8,0,2019-07-08 11:09:30+02,45.192695,5.77119166666667,01010000206A0800008D4776DB88002C41A27A249643A35841
18076,8,0,2019-07-08 11:09:35+02,45.1927383333333,5.77119,01010000206A080000BEDC084288002C4120FBA9C944A35841
18077,8,0,2019-07-08 11:09:40+02,45.19273,5.7712,01010000206A080000D4797AE489002C417E6F3B9044A35841
18078,8,0,2019-07-08 11:09:45+02,45.1927466666667,5.77120666666667,01010000206A08000046791ACF8A002C414F60CC0745A35841
18079,8,0,2019-07-08 11:09:50+02,45.1927566666667,5.77122,01010000206A0800004E5AE8D28C002C4147172F5145A35841
18080,8,0,2019-07-08 11:09:55+02,45.1927633333333,5.77122333333333,01010000206A080000C1988B4B8D002C41A9C3208145A35841
18081,8,0,2019-07-08 11:10:00+02,45.192655,5.771225,01010000206A0800006D7EA9668E002C41F726E27F42A35841
18082,8,0,2019-07-08 11:10:05+02,45.1926133333333,5.77123333333333,01010000206A080000AAE3A40890002C41686A605941A35841
18083,8,0,2019-07-08 11:10:10+02,45.1925933333333,5.77124666666667,01010000206A08000026584E4892002C411CC7A8CD40A35841
18084,8,0,2019-07-08 11:10:15+02,45.19259,5.771255,01010000206A0800007C2BCE9D93002C41C36473B740A35841
18085,8,0,2019-07-08 11:10:20+02,45.192585,5.77125166666667,01010000206A0800002490D72193002C41F983589340A35841
18086,8,0,2019-07-08 11:10:25+02,45.1925766666667,5.77124166666667,01010000206A080000B288A6A091002C41CF12635640A35841
18087,8,0,2019-07-08 11:10:30+02,45.1925683333333,5.77123166666667,01010000206A0800004779751F90002C4105A26D1940A35841
18088,8,0,2019-07-08 11:10:35+02,45.192565,5.77123,01010000206A08000057CC23E38F002C41A2CB740140A35841
18089,8,0,2019-07-08 11:10:40+02,45.1925633333333,5.77122,01010000206A080000998DA5548E002C41468CDAF33FA35841
18090,8,0,2019-07-08 11:10:45+02,45.1925616666667,5.771215,01010000206A0800000912108F8D002C419F0622E73FA35841
18091,8,0,2019-07-08 11:10:50+02,45.1925616666667,5.77121666666667,01010000206A080000A85308D28D002C416A446DE73FA35841
18092,8,0,2019-07-08 11:10:55+02,45.1925616666667,5.77121333333333,01010000206A0800006AD0174C8D002C41D9C8D6E63FA35841
18093,8,0,2019-07-08 11:11:00+02,45.1925633333333,5.77120666666667,01010000206A080000AF81E33C8C002C411A9E80F13FA35841
18094,8,0,2019-07-08 11:11:05+02,45.19256,5.77121,01010000206A080000A8957AC98C002C41138169DA3FA35841
18095,8,0,2019-07-08 11:11:10+02,45.1925583333333,5.771215,01010000206A080000CCA3B6958D002C411F6E74CF3FA35841
18096,8,0,2019-07-08 11:11:15+02,45.1925583333333,5.77121666666667,01010000206A080000AEE5AED88D002C41E9ABBFCF3FA35841
18097,8,0,2019-07-08 11:11:20+02,45.19256,5.77121833333333,01010000206A08000068DE53188E002C41F7B5E1DB3FA35841
18098,8,0,2019-07-08 11:11:25+02,45.1925616666667,5.77122,01010000206A080000DFD6F8578E002C4107C003E83FA35841
18099,8,0,2019-07-08 11:11:30+02,45.1925633333333,5.77122,01010000206A080000998DA5548E002C41468CDAF33FA35841
18100,8,0,2019-07-08 11:11:35+02,45.1925583333333,5.77121666666667,01010000206A080000AEE5AED88D002C41E9ABBFCF3FA35841
18101,8,0,2019-07-08 11:11:40+02,45.1925416666667,5.771215,01010000206A0800009E7CF7B68D002C41967310593FA35841
18102,8,0,2019-07-08 11:11:45+02,45.1925316666667,5.771215,01010000206A080000EA31EBCA8D002C410EAA07123FA35841
18103,8,0,2019-07-08 11:11:50+02,45.1925166666667,5.771215,01010000206A080000DDC1D8E88D002C41BC7B7AA73EA35841
18104,8,0,2019-07-08 11:11:55+02,45.1925083333333,5.771215,01010000206A080000482E79F98D002C416F7E486C3EA35841
18105,8,0,2019-07-08 11:12:00+02,45.1925083333333,5.77121833333333,01010000206A080000E6B9697F8E002C410FFADE6C3EA35841
18106,8,0,2019-07-08 11:12:05+02,45.1924966666667,5.77123166666667,01010000206A08000094EF72AE90002C413C53591C3EA35841
18107,8,0,2019-07-08 11:12:10+02,45.1924966666667,5.77124166666667,01010000206A080000B097444092002C41F9C61C1E3EA35841
18108,8,0,2019-07-08 11:12:15+02,45.1925066666667,5.77124333333333,01010000206A080000B01B496F92002C417CCE70653EA35841
18109,8,0,2019-07-08 11:12:20+02,45.1925116666667,5.77124166666667,01010000206A080000DCF4562292002C413EF5A9883EA35841
18110,8,0,2019-07-08 11:12:25+02,45.1924983333333,5.77124833333333,01010000206A080000DB66D24893002C41488B202B3EA35841
18111,8,0,2019-07-08 11:12:30+02,45.192495,5.77125,01010000206A080000A744719293002C41D230BE133EA35841
18112,8,0,2019-07-08 11:12:35+02,45.1924883333333,5.77124833333333,01010000206A080000E32BC65C93002C41C6C117E43DA35841
18113,8,0,2019-07-08 11:12:40+02,45.19248,5.77124333333333,01010000206A0800007BCD7DA492002C416D0A04A83DA35841
18114,8,0,2019-07-08 11:12:45+02,45.192475,5.77123666666667,01010000206A0800004B8D96A291002C41B6AD52833DA35841
18115,8,0,2019-07-08 11:12:50+02,45.1924716666667,5.77122666666667,01010000206A080000846E6B1790002C419DA1E1693DA35841
18116,8,0,2019-07-08 11:12:55+02,45.1924716666667,5.77121833333333,01010000206A080000210392C88E002C41486C69683DA35841
18117,8,0,2019-07-08 11:13:00+02,45.1924666666667,5.771215,01010000206A080000694C9B4C8E002C41D38B4E443DA35841
18118,8,0,2019-07-08 11:13:05+02,45.1924716666667,5.77120333333333,01010000206A080000D474D76D8C002C413640C4653DA35841
18119,8,0,2019-07-08 11:13:10+02,45.1924733333333,5.77119666666667,01010000206A080000800AA35E8B002C41A4156E703DA35841
18120,8,0,2019-07-08 11:13:15+02,45.1924766666667,5.77119166666667,01010000206A08000097A2138F8A002C4131F539873DA35841
18121,8,0,2019-07-08 11:13:20+02,45.19248,5.77120333333333,01010000206A080000FD0C375D8C002C418F3DF6A03DA35841
18122,8,0,2019-07-08 11:13:25+02,45.1924783333333,5.77121,01010000206A080000B0756B6C8D002C4150684C963DA35841
18123,8,0,2019-07-08 11:13:30+02,45.192485,5.77122,01010000206A0800009601F0F08E002C413C0C6BC73DA35841
18124,8,0,2019-07-08 11:13:35+02,45.1924916666667,5.771225,01010000206A080000CAB18BAC8F002C41DDF6A7F73DA35841
18125,8,0,2019-07-08 11:13:40+02,45.1925,5.771235,01010000206A0800000CE8BC2D91002C419E679D343EA35841
18126,8,0,2019-07-08 11:13:45+02,45.1925066666667,5.771245,01010000206A080000936141B292002C417E0CBC653EA35841
18127,8,0,2019-07-08 11:13:50+02,45.1925233333333,5.77126,01010000206A0800002CDABAEB94002C418035C5DE3EA35841
18128,8,0,2019-07-08 11:13:55+02,45.1925366666667,5.77126333333333,01010000206A080000CAFD105795002C41A813123E3FA35841
18129,8,0,2019-07-08 11:14:00+02,45.1925666666667,5.77120833333333,01010000206A080000783235798C002C415874790940A35841
18130,8,0,2019-07-08 11:14:05+02,45.1925633333333,5.771205,01010000206A0800002E40EBF98B002C41626035F13FA35841
18131,8,0,2019-07-08 11:14:10+02,45.19254,5.77118,01010000206A0800000F3FED3B88002C4144980D473FA35841
18132,8,0,2019-07-08 11:14:15+02,45.19256,5.77115166666667,01010000206A080000239689A183002C41F11620D03FA35841
18133,8,0,2019-07-08 11:14:20+02,45.19257,5.77113833333333,01010000206A080000EEF5D37581002C4138F6CE1440A35841
18134,8,0,2019-07-08 11:14:25+02,45.1925683333333,5.77115166666667,01010000206A0800009F42E99083002C414F14520B40A35841
18135,8,0,2019-07-08 11:14:30+02,45.1924916666667,5.77116333333333,01010000206A080000DC68A9FE85002C41570DC8EC3DA35841
18136,8,0,2019-07-08 11:14:35+02,45.1924183333333,5.771145,01010000206A08000021EE4DB083002C412D4DA1E03BA35841
18137,8,0,2019-07-08 11:14:40+02,45.1924066666667,5.77114833333333,01010000206A080000B461854D84002C41C931588E3BA35841
18138,8,0,2019-07-08 11:14:45+02,45.19241,5.77114666666667,01010000206A080000BE8CE60384002C41058DBAA53BA35841
18139,8,0,2019-07-08 11:14:50+02,45.1924033333333,5.77114833333333,01010000206A08000000E92B5484002C412F99AA763BA35841
18140,8,0,2019-07-08 11:14:55+02,45.1924,5.77116,01010000206A08000068959C2F86002C417FAE0B613BA35841
18141,8,0,2019-07-08 11:15:00+02,45.1924066666667,5.77116166666667,01010000206A0800000DD1476586002C41251DB2903BA35841
18142,8,0,2019-07-08 11:15:05+02,45.1924216666667,5.77114833333333,01010000206A080000DF00982F84002C417C60E5F83BA35841
18143,8,0,2019-07-08 11:15:10+02,45.19242,5.77115,01010000206A0800006791E37584002C418ED159ED3BA35841
18144,8,0,2019-07-08 11:15:15+02,45.1924233333333,5.771165,01010000206A08000046BBF7C986002C410B93AC073CA35841
18145,8,0,2019-07-08 11:15:20+02,45.1924233333333,5.77117166666667,01010000206A0800009AEDD8D587002C411289D9083CA35841
18146,8,0,2019-07-08 11:15:25+02,45.19243,5.77118333333333,01010000206A080000F6EB559D89002C413469433A3CA35841
18147,8,0,2019-07-08 11:15:30+02,45.19242,5.77119166666667,01010000206A080000631223008B002C41B1D3B2F43BA35841
18148,8,0,2019-07-08 11:15:35+02,45.1924233333333,5.77116166666667,01010000206A0800001722074486002C41181816073CA35841
18149,8,0,2019-07-08 11:15:40+02,45.1924166666667,5.77115333333333,01010000206A0800003CB37A0285002C41C1B342D63BA35841
18150,8,0,2019-07-08 11:15:45+02,45.1924183333333,5.77113,01010000206A080000CF38935581002C418725FCDD3BA35841
18151,8,0,2019-07-08 11:15:50+02,45.1924216666667,5.771095,01010000206A08000022678ED07B002C419FBA7DEF3BA35841
18152,8,0,2019-07-08 11:15:55+02,45.1923933333333,5.771055,01010000206A080000F032CEC175002C4157742C1F3BA35841
18153,8,0,2019-07-08 11:16:00+02,45.1923716666667,5.77102333333333,01010000206A080000FC419AF470002C410894AE7F3AA35841
18154,8,0,2019-07-08 11:16:05+02,45.1923766666667,5.771,01010000206A080000B92C0C416D002C41FFAA159F3AA35841
18155,8,0,2019-07-08 11:16:10+02,45.19236,5.770995,01010000206A080000F16663996C002C4162FACF273AA35841
18156,8,0,2019-07-08 11:16:15+02,45.1923666666667,5.77097333333333,01010000206A08000067667A2569002C419F1C59533AA35841
18157,8,0,2019-07-08 11:16:20+02,45.192345,5.77097666666667,01010000206A08000044C9A4D669002C41303407BA39A35841
18158,8,0,2019-07-08 11:16:25+02,45.1923183333333,5.77099,01010000206A0800005ED59A236C002C414850F4FE38A35841
18159,8,0,2019-07-08 11:16:30+02,45.1922966666667,5.770995,01010000206A080000B4A7BD176D002C416CA4ED6538A35841
18160,8,0,2019-07-08 11:16:35+02,45.1923016666667,5.77103166666667,01010000206A080000C66E1BCF72002C41EC3BE98F38A35841
18161,8,0,2019-07-08 11:16:40+02,45.1923066666667,5.771065,01010000206A0800001377880078002C41465F4EB938A35841
18162,8,0,2019-07-08 11:16:45+02,45.19233,5.77107166666667,01010000206A0800001C70DCDD78002C41797F3A6039A35841
18163,8,0,2019-07-08 11:16:50+02,45.192315,5.77108666666667,01010000206A080000319A84567B002C41B77452F838A35841
18164,8,0,2019-07-08 11:16:55+02,45.1922916666667,5.77107666666667,01010000206A080000DCFE3FF379002C4141DACF5038A35841
18165,8,0,2019-07-08 11:17:00+02,45.1922816666667,5.771055,01010000206A0800000CFC96A076002C4134F9F40538A35841
18166,8,0,2019-07-08 11:17:05+02,45.1922083333333,5.771035,01010000206A0800006CF5400F74002C41A00083F935A35841
18167,8,0,2019-07-08 11:17:10+02,45.192165,5.77105,01010000206A080000245770C076002C414B6157C834A35841
18168,8,0,2019-07-08 11:17:15+02,45.1921133333333,5.771075,01010000206A080000628612147B002C41A432BD5D33A35841
18169,8,0,2019-07-08 11:17:20+02,45.1920683333333,5.77109666666667,01010000206A0800001A5E77D47E002C4115BEE72132A35841
18170,8,0,2019-07-08 11:17:25+02,45.1921033333333,5.771185,01010000206A0800005839106C8C002C418C391A2A33A35841
18171,8,0,2019-07-08 11:17:30+02,45.19213,5.77113166666667,01010000206A080000805BCFD783002C41B74D1FDE33A35841
18172,8,0,2019-07-08 11:17:35+02,45.192125,5.77110333333333,01010000206A0800004C7C4A6F7F002C414DD79BB533A35841
18173,8,0,2019-07-08 11:17:40+02,45.1921133333333,5.77109666666667,01010000206A080000D6A8AF7A7E002C412B4C8F6133A35841
18174,8,0,2019-07-08 11:17:45+02,45.1920433333333,5.771055,01010000206A08000050AE157C78002C4185CFF86831A35841
18175,8,0,2019-07-08 11:17:50+02,45.1919783333333,5.77101166666667,01010000206A080000BD83883072002C4110819B932FA35841
18176,8,0,2019-07-08 11:17:55+02,45.1919166666667,5.77097833333333,01010000206A080000169F26706D002C41B23BAFD72DA35841
18177,8,0,2019-07-08 11:18:00+02,45.1918483333333,5.770945,01010000206A0800001DC610BD68002C41DBC767EC2BA35841
18178,8,0,2019-07-08 11:18:05+02,45.1917833333333,5.77094333333333,01010000206A080000D426C5FB68002C413965631E2AA35841
18179,8,0,2019-07-08 11:18:10+02,45.1917183333333,5.77093666666667,01010000206A0800001AF08F7168002C41A84D7D4F28A35841
18180,8,0,2019-07-08 11:18:15+02,45.1916616666667,5.77092333333333,01010000206A0800004170D8CA66002C41D1439CBA26A35841
18181,8,0,2019-07-08 11:18:20+02,45.1916116666667,5.77093,01010000206A080000A77F7A3A68002C41E53C9D5825A35841
18182,8,0,2019-07-08 11:18:25+02,45.191535,5.77093166666667,01010000206A080000BA26661669002C4122B94F3823A35841
18183,8,0,2019-07-08 11:18:30+02,45.1914366666667,5.77090666666667,01010000206A08000052C401EE65002C41D50F667920A35841
18184,8,0,2019-07-08 11:18:35+02,45.191365,5.770925,01010000206A08000064D5A95D69002C4120498D7F1EA35841
18185,8,0,2019-07-08 11:18:40+02,45.191305,5.770935,01010000206A08000057C030676B002C4146EE1BD71CA35841
18186,8,0,2019-07-08 11:18:45+02,45.1912283333333,5.770925,01010000206A08000066E54F6E6A002C4169C2BFB41AA35841
18187,8,0,2019-07-08 11:18:50+02,45.1911866666667,5.770945,01010000206A0800002BF617E56D002C41869B4C9019A35841
18188,8,0,2019-07-08 11:18:55+02,45.1911283333333,5.77095666666667,01010000206A0800002FEC442E70002C41144AFDF317A35841
18189,8,0,2019-07-08 11:19:00+02,45.191055,5.77096,01010000206A080000B469834671002C41F898A8EB15A35841
18190,8,0,2019-07-08 11:19:05+02,45.1909833333333,5.77096333333333,01010000206A0800003FC96E5B72002C410FB42AEF13A35841
18191,8,0,2019-07-08 11:19:10+02,45.1909133333333,5.77095333333333,01010000206A08000087EC405571002C41C0B629FC11A35841
18192,8,0,2019-07-08 11:19:15+02,45.1908516666667,5.77094833333333,01010000206A08000071255D0771002C41C46D3C4510A35841
18193,8,0,2019-07-08 11:19:20+02,45.1907883333333,5.77094666666667,01010000206A0800000C10BE4271002C41C1D00E830EA35841
18194,8,0,2019-07-08 11:19:25+02,45.1907216666667,5.770945,01010000206A0800004F58C58471002C41F89933A90CA35841
